"Id","ProductId","UserId","ProfileName","HelpfulnessNumerator","HelpfulnessDenominator","Prediction","Time","Summary","Text"
39359,"B000LKYXUC","ATZ1V4K4L18A6","Caitlin L. Mckeighen ""CLM83""",3,3,5,1260316800,"Vege-sal - A staple in our kitchen!","My mom has been using this seasoning since I was a little kid - we put it on EVERYTHING. Cottage cheese, avocados, popcorn...you name it. Anything I would put salt on, I put this on, and it has a great flavor. I'm so used to it now, that without Vege-sal, life seems a little bland. There's even a Facebook fan page for it! [...]"
329879,"B002QWHJOU","A30TATOHS8HJ8M","PJK ""PK""",0,0,5,1281225600,"My picky dog LOVES these!","My small Westie terrier absolutely loves his Greenies! I had other Westies in the past years and these were also their favorite treat. The company was sold and they changed the formula years ago and made them safer for the dogs to eat. They are the BEST!"
562986,"B007JFMH8M","A35R5NGXV8YXJC","RF",0,0,5,1343347200,"Home-baked taste without the fuss","Quaker Soft Baked Oatmeal Cookies taste just like the cookies my grandma used to bake. Great to take as a quick breakfast since it is made with whole grain Quaker Oats."
528001,"B000HDKZK0","A2J23QQHVUUE7S","AZDesertRN",0,0,4,1268438400,"A mild chocolate flavor, not bad","I thought these had an OK mild chocolate flavor.  I prefer Pamela's gluten free cookies.  These are nice and soft and my toddler enjoys them, so I will probably buy again for her.  A slightly grainy texture, but that wouldn't bother me if they had a stronger chocolate flavor.  You can taste the date paste used as one of the sweeteners."
114341,"B0006MU87W","A1533UHM87FNCQ","Felicia ""ohai!""",0,0,5,1294185600,"My dogs love them","I have been buying these Canidae treats for a while now for my dogs.  I feed them the same formula Canidae kibble and canned food, so these treats fit in well with their diet - no worry about upset tummies.  They smell kind of nice too, almost like cinnamon.  There is usually a good amount of crumbs at the bottom of the bag which I just sprinkle in their food bowls at dinner time.  I'll continue to buy these for my dogs for as long as they make them."
321246,"B008RWUHA6","AJ329F9H546BM","A. Koren ""sharing quality""",0,0,4,1320192000,"A tasty healthy multipurpose product","These Kind Healthy Clusters are quite tasty and definitely extremely healthy.  Easily usable as granola they can just as well be added to different nut/candy mixes.  Also ideal with yogurt."
320715,"B000LO40AG","A291XTI6NO7DEG","B. T. Denyer ""Web designer""",7,7,5,1233014400,"Will not go a day without it.","I am still amazed at the number of people that have not experienced ""The Rooster"", as we have come to call it.  I have been using it for over 10 years, and have to say that it is hands-down the best, most versatile hot sauce in the world.<br /><br />The best part about this sauce is ability to not only add some heat to your food, but also blend seamlessly without overpowering it.  Pasta dishes, tomato soup, chili, to name a few that really benefit from The Rooster.  Come to think of it, I probably put it on 9 out of 10 meals I eat.  I have a bottle at my desk (which my coworkers' lunches have come to benefit from, as well), a bottle at the dinner table, and, of course, one on standby or travel.<br /><br />I only have two small complaints, and both are packaging related:  the green cap, in recent years, has become  a bit of a hassle.  Nothing major, but just noticeably problematic.  No one believes me, but I swear they changed the green cap.  Anyway, over time, the cap tends to leak out the red chili oil form around the threads.  It also seems to clog up faster than I have experienced before.  I tend to have to remove the cap and clean it out at the sink in order to unclog it and remove the excess chili oil from dripping down the side of the bottle.  Nothing serious, but when you use it as much as I do, it can be a bit of a nuisance.<br /><br />Anyway, I swear by this stuff: it is my ""island condiment"" (the only condiment i would ever need should I get stranded on an island.)"
49137,"B0029O0XGQ","A33E1VVUQT43T6","Stargazer",1,1,5,1263686400,"100% kitty approved...","All 5 of our cats agree this is their favorite. They ignore everything else and go right for these when they are offered. We try not to run out, as they let us know about it. Have them on subscription now, it's so easy!"
125791,"B004055R0O","A2NWIBURBR217A","Mister0704",0,0,5,1304812800,"Perfect drink on a warm day!","I was very skeptical about buying this as I have never been a fan of any tea. I decided to give this a shot as I was looking for some new k-cups for my maker and for a new drink as I was getting tired for my packets of flavor added to water. After reading several review I made the purchase. I am very glad that I did! I make this over ice but have learned by trial and error to find the perfect combination of a 16 oz double walled cut filled to the brim with ice. From there I make it on the middle setting. Some people say you can use the pod twice for tea but I only like to use it once and I like the full flavor.  This is a great drink with a good amount of flavor and taste even if you ate not a tea drinker, it is not too sweet either which I like as well."
432847,"B0017OAQIY","A2MLTOT9MA9LIV","Alex K. Stromeyer ""ecoalex""",0,0,5,1326067200,"Crock Pot Steel Cut Oats","To wake up to ready to eat steel cut oats,use a crock pot.for 2 people 1 3/4 cups water pinch salt,1/2 cup oats.Use a lamp timer to have the oats cooking set the timer 2 1/2 hrs before serving time.Slow cooking gives the oats extra flavor. I add butter, honey, diced apples. My wifey adds just banana,she was adding cinnamon. We have a rival 3 temp 2 qt crock pot ,just the right size ,the smallest we could find with 3 temps."
415860,"B000GW6786","A2OTO7TH9F433R","Fluffy",0,0,2,1233360000,"Needs to retain freshness longer...Gets like shoe leather","Even though these are in sealed, individual packages, which is nice, it seems like they don't retain there freshness. A few of the sticks got like shoe leather and had little taste. I would not purchase them again. I think they should have more flavor since they are vaccummed sealed for freshness. Also the sticks get very hard."
500420,"B003QNLUTI","A16FLQNCS9I95D","Knows Good Products",0,0,5,1346371200,"5 Hour Energy","I used 5 Hour Energy after eight hours at work to complete a twelve hour day. My alertness and energy improved after about ten minutes.I felt great. It works better than a cup of coffee and I felt more alert and the effects lasted longer. I also had no jitters. I will definitely use this product from now on. I received a free sample of 5 Hour Energy from smiley360.<a href=""http://www.amazon.com/gp/product/B005JMQEH2"">5 Hour Energy Energy Shots, Berry, 12 pk</a>"
262184,"B00726G37E","A9LLBMFJ0G0TH","Tiffany Crooker",0,0,5,1337385600,"Keep in Cool Places","I got these to test out they sure are not what you would except. Not a bad thing just different. They are very tasty and my kids love them. I would fridge them if you live in a hot state, or they just turn into liquid and just doesn't look right at all. My favorite is the Choco Choco one, very good! My youngest likes the banana one and my oldest of course Mr sweet tooth likes the raspberry one. I love how it has natural to it, no added yuckys! They are very easy to spread and a little goes a long ways. We haven't even made half way into them and that's awesome for PB! Great CS and they ship super fast!"
252772,"B003VIMY5C","APGQ01TK0P3UQ","Pip",0,0,3,1326240000,"Can't taste the Almonds!","I love See's peanut brittle.  I thought this would be as good because it has almonds but it seems like all I can taste is the sugar brittle part.  I can see the almonds but I can't taste it.  Perhaps almonds don't make a good brittle."
73634,"B000EPOC2S","A2NQWPJ8EBWM3L","rural girl",0,0,5,1322870400,"great cookie","I've been eating these cookies for years and years and they are so good - perfect texture, perfect taste - this is a great price - you can't go wrong with these healty ingredients."
430735,"B000EDG3UE","A1HKV8736KZLOF","Mirko ""Mirko""",0,0,5,1238803200,"great low carb choice","Great tasting replacement for rice if you are on low carb diet. Very easy to prepare - just add it to boiling water and boil for 12 minutes."
52223,"B001QY27AU","A35F8KFLI0YZQH","J.D. ""Sweet P""",1,1,4,1326844800,"A Light and Delicious Tea with a Pleasant Aroma","I enjoy Bigelow's Green Teas (especially the Green Tea with Peach as noted in one of my other reviews).  I enjoy this tea as well.  When steeped properly, it has a delicate flavor with hints of pomegranate and acai but not overpowering.  It is not nearly as strong, in my opinion, as Bigelow's Green Tea (original flavor) but delivers a wonderful organic option that I enjoy almost daily (trading on & off with my Bigelow Green Tea w/ Peach).  Subscribe & Save delivery once again makes this an affordable and worthwhile purchase.<br /><br />I highly recommend to any lovers of green teas, herbal teas, and/or organic teas."
227830,"B0033HPPIO","AP2NX17IS4661","Jim",1,1,2,1297209600,"Flavored coffee","If you like flavored coffee, this is okay.  It does have the smell and flavor of a chocolate donut.  It is not very strong or robust.  I tried this out of curiosity.  I would not order it again, but then I like a rich robust coffee."
205746,"B000FEDH9W","A8JXIPHX0BTY1","Cholula",2,2,3,1198108800,"Capote Capers","The picture <a href=""http://www.amazon.com/gp/product/B000FEDH9W"">Reese Capote Capers, 3.5-Ounce Jars (Pack of 12)</a> of this item showed Non-Pareil capers packed in balsamic vinegar. What was shipped were actually the larger, less desirable Capote capers. Plus they were packed in white vinegar and not balsamic as pictured.<br />But the capers are of very good quality nevertheless. Just wasn't what I expected."
69865,"B003U81TPE","A16QM5LL5KLZBZ","W. Stumbo ""happy husband""",0,1,1,1308355200,"Not good.","My cats went on hunger strike when I put this food out. None of our cats would touch it. Even our dog who likes to steal the cat food would not touch it. So I just threw it out."
424780,"B004F7PA7M","A2MP0K4564MAMX","beachmomma",0,0,5,1296864000,"Awesome","Our daughter sent these berries to us for Super Bowl which was such a nice supprise but what was even more of a supprise was how big the strawberries were and how good!!!!  They were delicious and I will definitely be sending these as gifts in the future!!"
450253,"B000IZQ2PE","A2MDAFKCPAY4C","Ztheman99",0,1,5,1322006400,"Awesome","I've purchased these twice before and found they are delicious and awesome, dry very flavor full and just right. I placed my next order already."
321029,"B000EWHX7C","A1K7UPZF8PULZ","Keri Fisher",2,2,5,1292457600,"Wonderful candy","This was a gift for my family and they loved it! The candy in it was delicious and really brought back memories."
374274,"B00004CI84","A2H1WNB30JNAWU","Jack D. Lowry",0,0,5,1345939200,"One of Tim Burton's best movies","Beetlejuice one of Tim Burton's best movies he has done during the 1990's.  I enjoy this movie loads and watch it time and time again.  I never get tired of the movie no matter how many times I watch the movie Beetlejuice.  The actors did such an amazing job and musical score perfect timing on the exact scenes.  But if you love a good comedy movie and talented actors and a very talented director then pick this movie up and enjoy laugh after laugh time and time again."
559262,"B0001CXUF4","A3H7PKAN83X1ZI","yosemite",1,1,5,1342569600,"Great Product","I've been searching for a cocoa powder that makes great hot chocolate. I used to be able to buy cocoa powder from wholesalers but I can't get it any more. I finally found this on Amazon and we love it. The delivery is great and we love the product. It mixes very well with little waste."
566910,"B000H6UX0Y","AIXXPNW0DILL5","Patricia ""Mariah""",1,1,5,1220832000,"Great coffee","I get a monthly supply of the Senseo Colombia Blend coffee and find it works best in the Senseo Machine.  I have used it in other single cup machines and find it ok...just not great like the Senseo.<br />Would highly recommend this coffee if you have a Senseo coffee machine."
303975,"B0029NVJ4M","ABLI1X3PJ94V3","Check it out",0,0,4,1307664000,"One cat loves this, one doesn't care.","My big Tuxedo cat loves these no end.  She will do tricks to get them and if offered she will eat them in large quantity.  My white cat MAY eat a couple if I don't ask to much attention in the process, otherwise he doesn't bother.  I don't know what the difference is but I like them because they don't stink and are easy to regulate piece by piece."
206727,"B001HTG2DW","A2U0TJART44O9V","Amy Cook",0,0,1,1293667200,"HORRIBLE.","This pasta practically disintegrated when I poured it into the boiling water.  It literally broke into a hundred pieces on impact.  $2.25 for 8 oz. of pasta literally down the drain."
349152,"B004XWDPTY","A1ZCP0K8UULZID","Daisy Chubb",1,1,4,1335052800,"Mmmadagascar!","Alright I am finally sitting down and doing this review. It's only been about a week since I received my Red Leaf Tea order, but I've had this tea three separate occasions since then. Every time I went to sit down and write a review - I was already finished my cup and I didn't quite know what to say.<br /><br />I think I understand what took me so long. This is a seriously mysterious matcha. When I opened the package and took a whiff, I associated the sweet vanilla smell with something else, but I couldn't quite put my finger on it. I whisked up a cup between 175-185 degrees - the matcha itself was bright, vegetal, creeeamy and full of vanilla deliciousness. Definite vanilla bean or real vanilla extract - a flavour that isn't sweet but is associated with baking. When I bake with my 3 tablespoons+ of real vanilla - it always smells sooo delicious and sweet, but if you were to taste it itself - it doesn't taste how it smells. That's the opposite of this matcha - it really does taste how it smells - I think that's where the mystery came from.<br /><br />Finally I associated the smell with the matcha whipped shortbread I made a while back. Of course! It smells and tastes like delicious flour, sugar, matcha and vanilla! Since I ate over a dozen of those cookies, it's now obvious where that taste association comes from haha. Love it.  I really want to do a comparison of this vs the new French Vanilla matcha. Subtle but delicious differences I'm sure!<br /><br />Oh man I just got an awesome idea. Mini matcha shortbreads for summer, using the different flavours of matcha! Ah! I can't wait to see how the flavour translates into a simple flour, butter, sugar cookie. Paired with an iced matcha. On the front porch. Okay I don't have a front porch : ( But I have the makings of the rest of it :D<br /><br />I don't know if I mentioned this in my other reviews - but this matcha (and the others) has an amazing echo of taste. The aftertaste of the natural flavours lingers long after I'm finished the cup. To be honest, it kind of makes me crave more. If I wasn't already bouncing off the walls with matcha energy, I might make more! No joke. This stuff packs a serious energy punch. I've been having it every morning! I feel lucky :)"
84478,"B00176E2XM","A94014HP8EPVY","dog mom",0,0,5,1290729600,"Bedtime treat","Each evening before going to bed my dog gets a chick n top.  It relaxes her with a treat that she really enjoys."
288279,"B000ENUC3S","A18CKB6R26VFDD","atlas1059",0,0,4,1348704000,"This is what a really healthy snack bar is ....","I think that this series of Larabar is what a real healthy snack should contain. If you look at the ingredients on all of this series of Larabars, then you'll see that it has only 3-4 ingredients like the fruit itself, dates and some form of nuts. It doesn't have sugar, salt or other preservatives. Because of the dates, it has natural sweetness and because of the nuts, it has natural saltiness. The nuts also give this bar it's calories (an average bar is about 200 calories).  The taste is well ... not like eating a Nature Valley snack bar. The taste is more like eating mashed fruit and nuts mixed together with dates. If you don't like dates or have a thing against dates, I wouldn't buy any of this series of Larabars because 90% of them have dates as a main ingredients. I think they use it as a natural binder. Because of this, I find that a majority of their bars taste kind of the same ... heavily flavored with dates.<br /><br />But, if you're trying to snack healthily and want to avoid processed foods and those sugary / salty snacks in the ""snack bar"" aisle at the supermarket, this is the bar to go with. Plus, if you buy it in bulk from Amazon, it comes out to be less than $1.25 / bar whereas at the markets it can go as high as $2.00+ / bar.  You just need to go the market and try all the flavors first before you commit to 16 bars of the same flavor at Amazon. It would suck to order 16 bars of a flavor and find out that you can stand the taste of it after the fact."
61555,"B000HPBRA0","A3066UVUWXQOZX","Desert Rat",0,0,5,1251504000,"Love these crackers!","We've tried the Ranch and the Nacho Cheese.  LOVE the crackers!!  Only drawback here is that these are not available with the  super saver program with 15% off and free shipping. I don't want to pay $11 to have it shipped to me.  Sorry!"
